visit_id,visit_duration,Variation
174629752_37904290706_667336,0 days 00:09:04,Test
174645998_62254344097_272284,0 days 00:00:25,Test
174656328_27705266176_933722,0 days 00:23:26,Test
174667918_21508987448_394362,0 days 00:00:00,Control
174685820_64307248420_473338,0 days 00:10:24,Test
174691700_31488950579_45080,0 days 00:05:49,Test
174737433_51434665704_453480,0 days 00:00:00,Test
174740519_42455340385_496868,0 days 00:05:47,Test
174771127_99997808268_257386,0 days 00:01:20,Control
174802552_88236589621_496750,0 days 00:00:00,Test
17480968_31627350072_648284,0 days 00:00:50,Test
174815619_65792287429_933807,0 days 00:38:05,Test
174817395_24686704080_268814,0 days 00:02:27,Control
174825768_9442901689_495825,0 days 00:06:08,Test
174827349_2121407178_17222,0 days 00:00:00,Control
174842260_9357568789_907438,0 days 00:26:28,Control
174854010_48962228558_243936,0 days 00:12:47,Test
174857214_46501028670_139046,0 days 00:07:29,Control
174889584_67890977802_828554,0 days 00:01:28,Control
174889816_70321916261_912730,0 days 00:00:10,Control
17489368_2111736003_813420,0 days 00:01:48,Test
174894511_33117103571_388776,0 days 00:01:37,Test
174907978_88929660159_923766,0 days 00:00:00,Test
174908978_83404911933_595003,0 days 00:03:21,Control
174919161_76877494866_26379,0 days 00:04:47,Test
174931690_6804254048_198933,0 days 00:02:01,Test
174934102_91583534156_52895,0 days 00:01:01,Test
174948982_3953548853_534364,0 days 00:00:00,Test
174951399_28893940517_963359,0 days 00:00:00,Test
174994829_24512535558_730096,0 days 00:11:20,Test
17501184_42512092653_970931,0 days 00:04:19,Test
17502552_77525894816_832905,0 days 00:00:32,Test
175032599_64538134414_437174,0 days 00:33:22,Test
175032622_38464372298_562444,0 days 00:02:45,Test
175054047_36031412551_586420,0 days 00:12:58,Control
175069044_15864476636_541325,0 days 00:04:05,Test
175079530_47705624373_640781,0 days 00:00:36,Control
175106636_33556253791_833349,0 days 00:00:00,Control
175125160_46096966521_853945,0 days 00:10:32,Control
175125782_6068214474_735197,0 days 00:04:55,Test
175138185_83090202756_397205,0 days 00:07:04,Test
175221143_81138034517_346528,0 days 00:03:20,Test
175221854_67071499278_519161,0 days 00:02:01,Test
175234346_6159210063_874676,0 days 00:02:14,Test
175239452_36705837234_653460,0 days 00:00:11,Control
175257463_15311157205_466264,0 days 00:01:26,Test
175271310_51025643357_470187,0 days 00:00:09,Control
175284145_95069238750_563657,0 days 00:05:34,Control
175285278_19867891475_825001,0 days 00:04:10,Control
175287340_40919850763_431475,0 days 00:01:05,Test
175302494_1181770696_876827,0 days 00:01:03,Control
175305093_64745086470_162133,0 days 00:02:32,Control
175306390_68627039677_180745,0 days 00:00:49,Test
17533415_69341586718_768312,0 days 00:04:59,Test
175357627_66381923654_339805,0 days 00:01:13,Test
175359467_11863112079_197635,0 days 00:02:24,Control
17541482_57198916538_531605,0 days 00:00:00,Control
175443226_74918554646_217897,0 days 00:00:00,Test
175464442_36000003635_717877,0 days 00:01:11,Control
17547028_75711013880_78178,0 days 00:09:21,Control
175479998_66585663233_549412,0 days 00:10:48,Test
175485704_21290954867_946499,0 days 00:00:00,Control
175490762_17864989658_550740,0 days 00:04:05,Test
175498726_73560345623_3518,0 days 00:13:27,Control
175513303_32086468382_224926,0 days 00:12:25,Control
175516305_14182776712_146886,0 days 00:00:00,Control
175543354_4566197194_604176,0 days 00:03:05,Control
175556412_54290479859_453709,0 days 00:03:26,Control
175561965_62353113654_93420,0 days 00:17:42,Control
175576943_13565209191_668881,0 days 00:02:57,Test
175642207_94575088688_791948,0 days 00:00:27,Test
1756425_9400718937_820304,0 days 00:04:39,Control
175644099_70315616979_988268,0 days 00:06:43,Control
175650688_44487796293_454715,0 days 00:00:00,Test
175659644_51067252208_936328,0 days 00:08:33,Control
175660614_41318109001_695466,0 days 00:00:00,Control
175665763_69491169009_542691,0 days 00:16:00,Test
17567730_50269522725_582657,0 days 00:00:00,Test
175695329_63350883005_788101,0 days 00:31:25,Control
175696791_81592189608_152956,0 days 00:00:00,Control
175704218_82723223969_906864,0 days 00:05:31,Control
17571236_62022281622_438976,0 days 00:02:05,Test
17571285_15087985113_773450,0 days 00:00:08,Control
175713761_79426440136_713685,0 days 00:04:42,Test
175723497_63179581794_715387,0 days 00:06:12,Control
175746233_99926882205_399956,0 days 00:00:00,Control
175747153_82482828382_802156,0 days 00:00:26,Control
175749419_87298486952_4771,0 days 00:02:28,Test
175778296_78843786353_746912,0 days 00:33:46,Control
175784430_29341861128_510805,0 days 00:02:10,Test
175796874_55252746460_302536,0 days 00:05:29,Test
175799509_97932942193_232288,0 days 00:01:14,Control
175799564_37762032169_436639,0 days 00:00:00,Test
175806586_38574480310_106274,0 days 00:09:23,Test
175838639_24542618686_523559,0 days 00:02:02,Control
175860373_27614417923_342928,0 days 00:00:47,Test
175880729_26149938236_752463,0 days 00:04:37,Control
175886282_9558333537_4326,0 days 00:02:32,Test
175908728_36684940557_662007,0 days 00:07:53,Test
175908974_59952764600_210787,0 days 00:00:00,Test
175931054_43783426919_51929,0 days 00:00:00,Control
175945836_19948370670_826064,0 days 00:02:23,Test
175946151_57598442380_344577,0 days 00:02:19,Control
17595786_69586302734_493314,0 days 00:00:00,Test
175969124_25442264475_839051,0 days 00:01:14,Control
175972021_93800420846_435503,0 days 00:10:09,Control
175979500_87785198218_808587,0 days 00:08:22,Control
176002437_18337294356_898819,0 days 00:07:42,Test
176004569_50880937221_618453,0 days 00:14:29,Test
176014506_26640344322_599607,0 days 00:00:00,Test
176017389_7628352434_187053,0 days 00:04:34,Test
17602394_91738928473_76399,0 days 00:04:15,Test
176057638_35289416670_614586,0 days 00:05:53,Test
176064874_69883934635_106244,0 days 00:00:00,Control
176074227_17091129518_216654,0 days 00:00:10,Test
176088262_13940024635_906389,0 days 00:00:00,Control
176135662_8501069988_858308,0 days 00:11:27,Control
176151278_27920160473_459174,0 days 00:02:32,Test
176152514_98065681128_636247,0 days 00:00:10,Test
176160200_64697221762_726873,0 days 00:01:43,Control
176170900_55810801284_607915,0 days 00:13:38,Control
176177291_30866127571_184114,0 days 00:04:43,Control
176193959_59480599527_162687,0 days 00:00:00,Control
176204242_68437712623_881930,0 days 00:23:13,Control
176205120_46009643753_785289,0 days 00:00:07,Test
176214949_82087537179_356613,0 days 00:03:34,Test
176221335_84980548657_215954,0 days 00:07:25,Test
176237704_68029047823_382729,0 days 00:00:00,Control
176260196_24164425613_14377,0 days 00:11:03,Test
176279289_67468868277_665005,0 days 00:01:26,Control
17628249_60081994616_600588,0 days 00:02:06,Test
176298078_12051805862_80704,0 days 00:00:38,Test
176319811_87227472328_461297,0 days 00:17:05,Control
17632300_96338524443_916668,0 days 00:03:37,Test
176331526_44520801798_930427,0 days 00:00:00,Control
17634464_32747835408_173641,0 days 00:00:23,Control
176378685_75872860962_452188,0 days 00:00:00,Test
176380522_87710645023_569649,0 days 00:07:57,Control
17639817_30568044732_216865,0 days 00:00:01,Control
176432305_53146187795_283444,0 days 00:00:00,Test
176442311_98951831162_900892,0 days 00:03:55,Test
176448269_90831873283_500219,0 days 00:06:19,Test
176465462_52270970333_245934,0 days 00:15:30,Test
176473435_4299441310_788453,0 days 00:07:54,Test
176486254_99524941999_141439,0 days 00:04:26,Control
176496666_50041787414_6514,0 days 00:00:00,Test
176532200_82566219291_725241,0 days 00:00:25,Test
1765415_4720143304_50842,0 days 00:12:49,Control
176547284_54106845732_214401,0 days 00:11:52,Control
176568791_82010985633_450829,0 days 00:00:00,Control
176573140_15100458838_775759,0 days 00:14:58,Control
176589685_72931104552_55132,0 days 00:10:57,Test
17659294_83465881170_592224,0 days 00:00:28,Test
176594336_38073037275_992557,0 days 00:00:45,Test
176621589_69588166318_888282,0 days 00:06:10,Test
17662640_3120750160_89784,0 days 00:04:45,Test
176638424_81816364656_355040,0 days 00:07:44,Test
176639254_26122254003_298516,0 days 00:03:20,Test
176657598_89700252365_220778,0 days 00:02:45,Control
176693542_67203776986_520495,0 days 00:05:50,Control
176703663_43701698325_903323,0 days 00:00:00,Test
176732091_28571096359_928204,0 days 00:04:27,Control
176739253_77466077931_642836,0 days 00:00:00,Control
176742462_74553660870_192829,0 days 00:21:54,Control
176743982_75014680540_755609,0 days 00:11:13,Test
176746699_12175894270_840312,0 days 00:03:49,Control
176770347_79213071967_317217,0 days 00:00:00,Control
176781172_99094788017_464683,0 days 00:05:44,Control
176788036_45827560210_880077,0 days 00:05:49,Test
176789302_77796058441_27606,0 days 00:03:04,Test
176812724_7565904314_594682,0 days 00:04:19,Control
176815955_91746211394_636801,0 days 00:00:00,Control
176821562_48003718247_359492,0 days 00:06:03,Control
176835030_92213627978_302047,0 days 00:00:04,Control
176854407_73793710091_696627,0 days 00:00:05,Test
176858526_43985905632_589037,0 days 00:00:00,Test
176862788_12555411578_329426,0 days 00:00:00,Test
176863883_54719680824_546405,0 days 00:00:01,Control
17690266_86300077969_293135,0 days 00:06:15,Test
176948486_55248818244_478018,0 days 00:05:12,Test
176982606_88936744124_589250,0 days 00:00:46,Test
176983388_29184415621_257064,0 days 00:00:00,Test
176990509_93727466695_802635,0 days 00:02:58,Test
177004177_55211877101_661648,0 days 00:03:35,Control
177018081_73058611890_905847,0 days 00:07:00,Control
17704226_43883240292_599688,0 days 00:00:00,Test
177049223_40155134690_190475,0 days 00:04:10,Control
177074730_22675133031_686448,0 days 00:08:10,Test
177086016_67838009833_375601,0 days 00:00:00,Test
177092937_54296751116_409799,0 days 00:01:43,Control
177093383_39860500386_962576,0 days 00:02:56,Test
177103717_38178961667_198237,0 days 00:01:50,Control
177108285_3280205185_790000,0 days 00:00:00,Control
1771243_90375796391_277791,0 days 00:03:47,Control
17712793_5341655624_957898,0 days 00:00:15,Test
177128408_89959051638_933097,0 days 00:04:12,Control
17716049_84346032114_729833,0 days 00:10:37,Control
177176172_90503530859_871783,0 days 00:19:17,Control
17717768_31249060227_908125,0 days 00:00:00,Control
177180329_17975909764_817879,0 days 00:00:00,Control
177181593_36979999695_159182,0 days 00:13:33,Control
177192736_19083815977_4289,0 days 00:00:11,Test
177194241_83665373878_912783,0 days 00:00:06,Test
17721715_70641756128_984723,0 days 00:01:11,Control
177220793_87438872836_133115,0 days 00:01:55,Test
177221746_85885268363_226515,0 days 00:10:08,Control
177224778_26713597007_187623,0 days 00:01:52,Control
17722974_91193207623_517103,0 days 00:03:50,Test
177230225_179582389_77632,0 days 00:01:42,Test
177233450_77042503644_917954,0 days 00:03:02,Control
177252881_15739561184_713925,0 days 00:00:12,Control
177253235_3923086189_419160,0 days 00:00:00,Control
177256433_64275132991_26201,0 days 00:03:21,Test
177257945_24717617466_532862,0 days 00:00:00,Test
177262680_18854822235_225849,0 days 00:01:09,Control
177270779_33942212631_425945,0 days 00:03:28,Test
17728159_79491743866_669921,0 days 00:00:04,Control
177304334_6851618855_776437,0 days 00:00:00,Control
17730637_51986078412_929447,0 days 00:24:19,Test
177345742_72716917181_894779,0 days 00:02:33,Control
177365199_48414634436_918896,0 days 00:01:19,Test
177375396_1141262886_914920,0 days 00:08:53,Control
177383838_45051027452_944145,0 days 00:00:25,Control
177410764_37152849743_556956,0 days 00:00:03,Control
177411587_47238736762_586092,0 days 00:02:12,Test
177429603_44117033189_542006,0 days 00:01:30,Test
177452327_80260490134_241495,0 days 00:00:00,Control
177456998_54368726718_637434,0 days 00:33:36,Control
177469550_24108600751_736199,0 days 00:00:00,Control
17749062_60130265102_487028,0 days 00:00:00,Control
177559978_39058852663_645095,0 days 00:13:32,Test
177574877_26852158914_335455,0 days 00:00:00,Test
177577636_73054474271_26573,0 days 00:00:25,Control
177584575_12971079665_536164,0 days 00:04:55,Test
177607597_85174623017_272263,0 days 00:05:34,Control
177621069_745985050_903282,0 days 00:02:32,Control
177626538_43678347442_445899,0 days 00:06:04,Control
177626922_23446684321_100249,0 days 00:00:02,Control
1776401_98088838055_407936,0 days 00:00:43,Control
177655714_93312587277_757303,0 days 00:00:00,Control
177662346_10694540968_712958,0 days 00:05:03,Control
177676182_61515557020_662801,0 days 00:01:12,Test
177684333_34223142673_113928,0 days 00:03:24,Test
177686628_5120759248_150109,0 days 00:00:00,Control
177694304_7006053331_676574,0 days 00:03:34,Control
177708081_17825538636_276386,0 days 00:11:33,Control
177726675_35632584489_848741,0 days 00:02:34,Test
177748321_75819235702_994346,0 days 00:03:40,Test
177774062_43013694515_51697,0 days 00:00:16,Test
177775027_63481576076_837385,0 days 00:04:39,Test
177775275_75437863592_884198,0 days 00:08:08,Test
177777742_51475146114_545418,0 days 00:11:25,Control
177785993_44915242720_224347,0 days 00:07:33,Control
177790962_83552657350_432048,0 days 00:04:45,Test
177798638_80425180265_903032,0 days 00:07:10,Test
177809129_70108838276_965270,0 days 00:01:36,Test
177809178_4548840310_151813,0 days 00:05:40,Test
177820_10381159424_943171,0 days 00:00:18,Test
177831971_94254793146_258877,0 days 00:01:42,Control
177872643_29258517214_496202,0 days 00:11:33,Control
177879799_61595848578_610288,0 days 00:02:21,Test
177880192_70312833641_22755,0 days 00:00:00,Control
177890029_46273330205_356048,0 days 00:02:18,Control
17789843_52707310024_597488,0 days 00:10:36,Control
177902239_81896072878_332305,0 days 00:07:50,Control
177914592_67003121_958294,0 days 00:03:19,Test
177929139_67367395258_523657,0 days 00:03:00,Test
177933614_58424677671_126502,0 days 00:03:57,Test
177948271_77251003131_52745,0 days 00:00:00,Test
177948972_16625073937_770360,0 days 00:03:54,Test
17796083_59522906961_390359,0 days 00:11:34,Test
177970581_30238326805_643223,0 days 00:03:27,Control
177987555_30673152389_192949,0 days 00:07:26,Test
177998056_11415987426_811906,0 days 00:00:00,Test
177998528_6317366649_572231,0 days 00:02:40,Control
177999772_6639076280_825265,0 days 00:05:42,Control
178007543_45733728686_760322,0 days 00:21:20,Test
178010241_36673421302_145238,0 days 00:04:33,Control
178010530_77304145645_810467,0 days 00:00:16,Control
178013280_31088054834_299982,0 days 00:06:40,Control
178015848_12074330007_557233,0 days 00:00:00,Control
178023976_18141340639_4587,0 days 00:06:39,Test
178044828_70377037034_35561,0 days 00:07:09,Control
178063146_69340216660_12707,0 days 00:08:28,Control
17806886_2479602985_210725,0 days 00:24:48,Control
178076561_36636309958_304224,0 days 00:03:29,Control
178089442_19367378606_558976,0 days 00:01:39,Test
178094617_18539993595_704498,0 days 00:02:31,Test
178115325_35867621841_204848,0 days 00:00:30,Control
178130039_16807968453_429781,0 days 00:00:00,Control
17815722_27328178983_246954,0 days 00:00:00,Test
178166657_42210363891_924873,0 days 00:04:20,Test
178188659_96336616457_395124,0 days 00:01:20,Control
178188697_36714684524_439895,0 days 00:00:00,Control
178188836_90239188091_318444,0 days 00:02:00,Control
178204112_1099934258_806023,0 days 00:01:16,Control
178204167_51411705697_820083,0 days 00:01:31,Test
178207215_40518312529_593389,0 days 00:00:00,Test
178220534_70396433272_989827,0 days 00:01:56,Test
178226189_91360419502_45170,0 days 00:03:25,Control
178243897_14492895627_462144,0 days 00:01:07,Test
178245308_58743277265_388813,0 days 00:02:18,Control
178257304_42465611680_242163,0 days 00:02:39,Test
178258724_74330450294_31945,0 days 00:09:15,Test
178269790_64367541539_87159,0 days 00:17:06,Test
178272505_61625116090_300540,0 days 00:02:19,Control
178285870_92896221630_743859,0 days 00:06:15,Test
178329632_51715386251_761741,0 days 00:04:16,Control
178339553_68058790146_102486,0 days 00:03:55,Test
178342204_95298506009_610194,0 days 00:02:27,Control
17838218_79077284292_772690,0 days 00:00:17,Test
178421585_3306037982_749902,0 days 00:04:44,Control
178438329_43831446435_198137,0 days 00:01:28,Test
178462731_81876719574_874695,0 days 00:04:00,Control
178463962_68807033840_588357,0 days 00:09:53,Test
178541508_56483934709_75493,0 days 00:00:00,Test
178546854_81784664842_851862,0 days 00:05:22,Test
178551510_71899106556_971341,0 days 00:05:35,Control
178556603_8568857879_3375,0 days 00:06:36,Test
178558181_10011729585_777646,0 days 00:02:47,Test
17859541_32892044453_738651,0 days 00:03:31,Test
17860863_82874813307_935430,0 days 00:05:52,Test
178615595_60764283001_634320,0 days 00:10:28,Control
178621480_5807907448_716353,0 days 00:08:28,Control
178622370_636609436_189273,0 days 00:04:15,Test
1786248_96344302639_931917,0 days 00:03:35,Control
178637792_55957233750_508138,0 days 00:04:36,Test
178684495_53950888114_501119,0 days 00:00:00,Control
178689690_29815526276_697177,0 days 00:00:00,Control
178690314_34850739538_759509,0 days 00:06:46,Control
178690613_43229450872_969355,0 days 00:07:22,Control
178734229_16385344245_330962,0 days 00:03:58,Test
178776070_99759185244_337079,0 days 00:00:00,Test
178791681_250086181_566527,0 days 00:00:14,Test
178806447_39478220957_753103,0 days 00:01:16,Test
178808054_91092547573_497702,0 days 00:02:18,Test
178832553_78477814377_330908,0 days 00:00:22,Test
178834296_78089931266_683783,0 days 00:02:44,Control
178841370_78906264217_943636,0 days 00:03:28,Control
178851248_85678908370_525784,0 days 00:02:23,Control
178852212_94429241620_480766,0 days 00:00:00,Test
178853543_22572436800_664024,0 days 00:02:47,Test
178859529_51537904432_812248,0 days 00:00:56,Control
178895654_61464615032_576441,0 days 00:02:33,Control
17889708_99823984237_223793,0 days 00:00:34,Control
17890003_33441426180_476173,0 days 00:05:53,Test
17893375_18022162160_130152,0 days 00:00:00,Test
178936530_37064549198_82686,0 days 00:00:00,Test
178936654_52810493140_428848,0 days 00:04:49,Test
178979077_19817673776_124575,0 days 00:04:29,Test
178979272_27897601812_502062,0 days 00:00:00,Control
178989993_85378768774_810343,0 days 00:15:11,Control
179005862_45107676778_165821,0 days 00:03:34,Test
17904164_85258119180_635090,0 days 00:08:14,Control
179044181_13670380405_576860,0 days 00:17:58,Test
179065176_25316934622_275110,0 days 00:03:03,Control
179119749_53309916783_97496,0 days 00:01:20,Test
179137022_3817559380_130125,0 days 00:03:44,Test
179150163_2927027607_844605,0 days 00:04:25,Control
17915526_67344060461_227005,0 days 00:00:35,Test
179167952_12839675820_246623,0 days 00:00:39,Control
179170192_59775470115_881955,0 days 00:00:00,Test
179171794_36468463430_505427,0 days 00:04:04,Test
179198982_6532621419_268270,0 days 00:00:00,Control
179222720_61693208013_45132,0 days 00:06:50,Test
179244029_67866763031_928304,0 days 00:00:00,Control
179257012_56462945833_938140,0 days 00:04:46,Test
179276829_45991021030_684922,0 days 00:04:33,Test
179284537_67734913738_984610,0 days 00:02:22,Test
179309634_54291267741_273724,0 days 00:03:07,Control
179314526_6353793181_57630,0 days 00:06:22,Test
179314874_5544652812_412632,0 days 00:00:22,Test
179320022_78682170695_695708,0 days 00:00:00,Test
179339476_86302552841_125490,0 days 00:18:46,Test
17937460_76990791144_740997,0 days 00:15:19,Control
179377893_11211447500_639436,0 days 00:10:53,Test
179399258_72479908398_19294,0 days 00:05:41,Test
179406040_35020991682_767328,0 days 00:01:17,Test
179408978_81906231382_733495,0 days 00:00:00,Control
179444039_85311648306_625909,0 days 00:03:45,Test
179452186_78507157113_184304,0 days 00:00:10,Test
179455627_22630409743_627969,0 days 00:21:19,Test
179477119_24214645703_250977,0 days 00:25:39,Test
1794771_69937955735_362356,0 days 00:01:21,Control
179479074_34320744584_978201,0 days 00:10:08,Control
179480776_43065374190_37004,0 days 00:02:17,Test
17949180_74156382777_332228,0 days 00:11:41,Control
179495818_74612242423_485706,0 days 00:06:19,Control
17954151_39378117473_391843,0 days 00:01:16,Control
179546436_6365941297_869480,0 days 00:01:01,Control
179570600_10068950890_378840,0 days 00:00:00,Test
179582765_82312561076_322687,0 days 00:04:05,Control
179616652_69764374865_138227,0 days 00:02:47,Test
179620133_59519648464_826857,0 days 00:04:01,Control
17963699_1919597980_521076,0 days 00:04:33,Test
179638324_45011729518_408370,0 days 00:22:52,Control
179639390_34081624540_567162,0 days 00:02:06,Test
17963_31374178036_836651,0 days 00:02:43,Control
179641635_61632951045_744479,0 days 00:06:19,Control
179642387_3273712760_318982,0 days 00:11:28,Test
179686072_87529778673_94712,0 days 00:02:55,Test
17969802_96347379250_397823,0 days 00:02:59,Control
179725041_19820829300_636334,0 days 00:00:41,Test
179732895_30270749251_612688,0 days 00:00:00,Control
179735014_14520930371_524084,0 days 00:07:23,Control
179741774_79382086456_334804,0 days 00:00:00,Test
179755418_13018923690_9354,0 days 00:04:49,Control
179809831_6016385624_679718,0 days 00:07:03,Control
179821945_30644877145_435341,0 days 00:02:37,Test
179830775_88143991740_183129,0 days 00:03:20,Test
179839169_76963851572_435880,0 days 00:00:00,Test
179857559_23977392320_208727,0 days 00:05:43,Test
179863316_57245927833_537929,0 days 00:20:12,Test
179866363_29674704569_352950,0 days 00:05:02,Control
179870816_5599738609_258088,0 days 00:00:10,Test
179875244_25683816318_58935,0 days 00:02:59,Test
179896325_10588312792_504693,0 days 00:00:14,Control
17990694_51461967484_396695,0 days 00:01:21,Test
179914085_46866902493_222637,0 days 00:01:33,Test
179920768_88139554861_336425,0 days 00:00:00,Control
17992387_63533598896_150329,0 days 00:03:12,Test
17992948_21958627998_121314,0 days 00:00:00,Control
179932161_64604755787_257756,0 days 00:02:45,Test
179936099_90984381754_200932,0 days 00:00:00,Test
179937729_64729765589_921052,0 days 00:00:00,Control
179945085_71118086406_789706,0 days 00:10:33,Test
179972885_12725342949_784808,0 days 00:03:35,Test
180010338_78454143624_443057,0 days 00:03:14,Test
180010856_56945744295_254229,0 days 00:00:00,Test
180014057_96313159033_793883,0 days 00:00:00,Control
180019966_77671876330_98154,0 days 00:03:17,Test
18002709_55283512747_779396,0 days 00:00:00,Test
180027456_81065084081_419205,0 days 00:05:38,Test
18002965_75001418634_576259,0 days 00:00:04,Test
180030948_57601969975_414580,0 days 00:25:06,Test
180034922_46221991073_163231,0 days 00:04:06,Test
180055486_84932260014_597859,0 days 00:06:56,Test
180066926_97747736599_176148,0 days 00:02:15,Control
180072367_40818232703_195192,0 days 00:00:29,Test
180090739_52309082279_205839,0 days 00:07:33,Test
180102251_6302752675_130005,0 days 00:02:11,Control
180105326_9434213897_619415,0 days 00:01:46,Control
180127988_87154494198_115957,0 days 00:01:04,Test
180138486_19384167430_519805,0 days 00:08:48,Control
180143862_80449402017_208558,0 days 00:08:08,Test
180175168_70117578750_849386,0 days 00:05:54,Test
180190329_69165977700_682864,0 days 00:00:13,Test
180197905_34521787598_347930,0 days 00:08:57,Control
180219158_603012782_26317,0 days 00:14:51,Control
180227901_99217356727_259891,0 days 00:00:13,Test
180261904_13305340498_115676,0 days 00:08:01,Control
180267788_4489201278_202599,0 days 00:04:17,Test
18027919_93721749774_95768,0 days 00:04:19,Test
180298419_80847376648_595490,0 days 00:03:40,Control
180329312_77202275948_549555,0 days 00:01:48,Test
180334310_92589524026_785635,0 days 00:10:08,Control
180338187_61020888225_461550,0 days 00:06:05,Control
180379743_35237289353_350738,0 days 00:03:49,Test
180385481_53676931036_221301,0 days 00:05:14,Control
180390408_72515203080_575546,0 days 00:07:43,Control
180397364_53384215619_857352,0 days 00:05:33,Control
180424573_17526584990_449835,0 days 00:04:11,Test
180425767_13463360280_285898,0 days 00:00:27,Control
18044487_59324787943_535593,0 days 00:00:55,Test
18044913_79251342096_474254,0 days 00:03:50,Control
180456714_10335458011_623215,0 days 00:01:28,Test
180462043_46247256702_795597,0 days 00:12:32,Test
180465212_13369935741_869796,0 days 00:02:43,Control
180485290_16034637844_624871,0 days 00:01:54,Test
180492703_80021197769_346005,0 days 00:00:53,Control
18049778_2728838676_512984,0 days 00:03:27,Control
180507851_36003161988_614189,0 days 00:00:08,Test
18052997_17045982467_903558,0 days 00:07:08,Test
180598372_23193519871_170182,0 days 00:00:00,Control
180605746_62350564983_395487,0 days 00:00:38,Control
180607637_32473583698_70106,0 days 00:11:41,Test
180635481_35539765442_110874,0 days 00:00:00,Test
180637590_2403229519_138478,0 days 00:19:08,Control
180640258_89306879054_12562,0 days 00:09:48,Control
18065812_15807076729_651383,0 days 00:00:00,Test
180677318_38592103722_62336,0 days 00:04:58,Test
180683259_68411039913_716830,0 days 00:00:00,Test
180694829_83517589164_759835,0 days 00:00:00,Control
180698597_14419439615_424091,0 days 00:04:07,Test
180727214_93716997901_635268,0 days 00:01:43,Control
180729532_89095981195_21510,0 days 00:02:08,Test
180745823_28213961998_717940,0 days 00:02:46,Test
180760279_77794892860_782077,0 days 00:05:02,Test
180762838_71277036865_787715,0 days 00:02:13,Control
180764079_49053827396_516069,0 days 00:04:51,Control
180814083_32024433523_430876,0 days 00:03:39,Test
180820349_23280379293_688448,0 days 00:13:50,Control
18083044_77717646454_213467,0 days 00:03:25,Test
180843033_4898133176_629486,0 days 00:03:10,Control
180864302_39542092279_166781,0 days 00:00:00,Test
18086625_51282190876_790044,0 days 00:00:10,Control
180870742_57656248946_370710,0 days 00:07:02,Test
180871987_22684404992_245030,0 days 00:06:14,Test
180922678_7538856067_766668,0 days 00:04:29,Test
180927713_23014874476_363056,0 days 00:03:19,Control
180934069_23099508750_540863,0 days 00:33:42,Control
180949647_46671297453_567052,0 days 00:00:09,Control
180951519_74356321672_148936,0 days 00:00:00,Test
180952104_14784552593_585312,0 days 00:22:32,Test
180956519_8654419239_723663,0 days 00:02:53,Test
180996990_66502628935_807010,0 days 00:00:00,Control
181002895_32962660634_937227,0 days 00:01:50,Test
181013070_51530599695_707252,0 days 00:00:00,Test
181051945_28232567814_811835,0 days 00:02:51,Control
181059208_36859662399_368166,0 days 00:01:24,Test
181059720_33466283728_12045,0 days 00:02:32,Test
181099628_17310314448_37863,0 days 00:06:52,Test
181100448_79416750977_779448,0 days 00:03:50,Control
181109292_59249080785_859829,0 days 00:02:27,Test
181111520_6555876002_172333,0 days 00:04:47,Test
181120710_19289467909_533457,0 days 00:00:36,Control
181125922_81983410301_484803,0 days 00:00:13,Test
181129663_16646114907_932973,0 days 00:09:36,Control
181146568_48320807652_586718,0 days 00:09:06,Control
181155102_54814853608_423950,0 days 00:00:00,Control
181172166_1463058774_788661,0 days 00:00:23,Test
181173630_48060125897_582266,0 days 00:00:00,Test
181184445_128997607_159146,0 days 00:03:04,Test
181209561_32231728822_464219,0 days 00:02:11,Control
181213315_80176199427_920025,0 days 00:00:00,Control
181214016_86828356921_558641,0 days 00:33:23,Control
181261294_86434513480_705450,0 days 00:12:08,Test
181264087_27266495876_442938,0 days 00:00:33,Control
181287568_31238094762_705366,0 days 00:02:50,Test
181308310_15703068157_722848,0 days 00:07:15,Test
181311384_6037770806_163435,0 days 00:02:22,Test
181321543_22350231341_944276,0 days 00:00:00,Test
181345597_30945860016_64563,0 days 00:11:41,Test
181352126_79904675242_96250,0 days 00:00:00,Control
181366115_81983525332_182269,0 days 00:00:00,Control
181382112_58997243574_159905,0 days 00:01:56,Test
181388792_36685552864_705088,0 days 00:06:36,Test
181389727_39817540313_856370,0 days 00:36:26,Test
181397817_41421377670_773430,0 days 00:02:46,Control
181405388_21789202684_69403,0 days 00:00:00,Test
181431507_14709218791_929710,0 days 00:00:00,Control
181464793_50279497856_186723,0 days 00:06:40,Test
181468290_79086140937_223254,0 days 00:06:19,Test
181468786_86038512251_677824,0 days 00:04:59,Test
18146900_5776329444_236443,0 days 00:00:00,Test
181470452_6136606608_304529,0 days 00:09:36,Control
181474708_85212236080_544051,0 days 00:08:38,Test
18152050_68374011688_553722,0 days 00:07:07,Test
18152167_15396375557_651079,0 days 00:00:21,Control
18153775_69373409104_59138,0 days 00:02:12,Test
18155125_10174801787_288836,0 days 00:13:50,Control
181555394_49934073798_236654,0 days 00:00:37,Control
181568719_3356062691_833738,0 days 00:01:32,Control
181570892_16179820514_244742,0 days 00:01:11,Control
181572806_874304130_14675,0 days 00:13:24,Test
181575327_28882806652_612647,0 days 00:02:21,Control
181600710_43862910932_139758,0 days 00:00:00,Control
181611064_47994781320_516626,0 days 00:00:00,Test
181621930_7179665435_230025,0 days 00:17:29,Test
